drug_name,medical_condition,side_effects,generic_name,brand_names
CaroSpir,Hypertension,"hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. CaroSpir may cause serious side effects. Call your doctor at once if you have: a light-headed feeling, like you might pass out; little or no urination; high potassium level-- nausea , weakness, tingly feeling, chest pain, irregular heartbeats, loss of movement; o signs of other electrolyte imbalances--increased thirst or urination, confusion, vomiting , muscle pain, slurred speech, severe weakness, numbness , loss of coordination, feeling unsteady. Common side effects of CaroSpir may include: breast swelling or tenderness.",spironolactone,Aldactone
felodipine,Hypertension,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Felodipine may cause serious side effects. Call your doctor at once if you have: a light-headed feeling, like you might pass out; chest pain; feeling short of breath; or swelling or rapid weight gain. Felodipine can cause mild gum swelling. Pay special attention to your dental hygiene while taking felodipine. Brush and floss your teeth regularly. Common side effects of felodipine may include: swelling in your arms, hands, legs, or feet; headache ; or flushing (sudden warmth, redness, or tingly feeling).",felodipine,Plendil
hydrochlorothiazide / valsartan,Hypertension,"hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. In rare cases, hydrochlorothiazide and valsartan can cause a condition that results in the breakdown of skeletal muscle tissue, leading to kidney failure . Call your doctor right away if you have unexplained muscle pain, tenderness, or weakness especially if you also have fever, unusual tiredness, or dark colored urine. Hydrochlorothiazide and valsartan may cause serious side effects. Call your doctor at once if you have: a light-headed feeling, like you might pass out; eye pain , vision problems; an unusual skin rash ; little or no urinating; jaundice (yellowing of the skin or eyes); easy bruising, unusual bleeding; a seizure; kidney problems--little or no urination, painful or difficult urination, swelling in your feet or ankles, feeling tired or short of breath; or signs of an electrolyte imbalance--dry mouth, increased thirst, confusion, feeling restless, vomiting, muscle pain or weakness, drowsiness, lack of energy, fast heartbeats, decreased urination. Common side effects include: cold symptoms such as stuffy nose, sneezing, sore throat ; dizziness ; or headache .",hydrochlorothiazide and valsartan,Diovan HCT
indapamide,Hypertension,"hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. Call your doctor at once if you have signs of an electrolyte imbalance, such as: drowsiness, lack of energy, feeling tired; leg cramps, muscle weakness or limp feeling; severe weakness, loss of coordination, feeling unsteady; fast or irregular heartbeats, fluttering in your chest, feeling restless; numbness or tingling; vomiting, constipation ; headache , confusion, slurred speech; a light-headed feeling, like you might pass out; dry mouth, increased thirst; or little or no urinating. Common side effects of indapamide may include: dizziness; weakness, tiredness; back pain , muscle cramps; feeling anxious or agitated; headache; or runny nose .",indapamide,Lozol
nebivolol,Hypertension,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Nebivolol may cause serious side effects. Call your doctor at once if you have: a light-headed feeling, like you might pass out; rapid weight gain; shortness of breath; slow or uneven heartbeats; or numbness or cold feeling in your hands and feet. Common side effects of nebivolol may include: dizziness; swelling in your legs; slow heartbeats; tiredness; or headache .",nebivolol,Bystolic
prazosin,Hypertension,"hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. Prazosin may cause serious side effects. Call your doctor at once if you have: a light-headed feeling, like you might pass out; pounding heartbeats or fluttering in your chest; new or worsening chest pain; or upper stomach pain, loss of appetite, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes). Call your doctor or seek emergency medical attention if your erection is painful or lasts longer than 4 hours. A prolonged erection ( priapism ) can damage the penis. Common side effects of prazosin may include: dizziness, drowsiness; headache ; feeling weak or tired; or nausea .",prazosin,Minipress
quinapril,Hypertension,"hives ; severe stomach pain; difficulty breathing; swelling of your face, lips, tongue, or throat. Quinapril may cause serious side effects. Call your doctor at once if you have: a light-headed feeling, like you might pass out; fast or pounding heartbeats, fluttering in your chest; little or no urination; pain or burning when you urinate; jaundice (yellowing of the skin or eyes); numbness , tingling, or burning pain in your hands or feet; fever, chills, cold or flu symptoms; high potassium-- nausea , chest pain, irregular heartbeats, loss of movement; or low sodium-- headache , confusion, slurred speech, severe weakness, vomiting, loss of coordination, feeling unsteady. Common side effects of quinapril may include: headache; cough; or dizziness , tired feeling.",quinapril,Accupril
terazosin,Hypertension,"hives; difficulty breathing; swelling of your face, lips, tongue, or throat. Call your doctor at once if you have any of these serious side effects: fast or pounding heartbeats or fluttering in your chest; feeling like you might pass out; swelling in your hands, ankles, or feet; or penis erection that is painful or lasts 4 hours or longer. Less serious terazosin side effects may include: mild dizziness; weakness, drowsiness; blurred vision; nausea; or headache.",terazosin,Hytrin
amlodipine / hydrochlorothiazide / valsartan,Hypertension,"hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. Amlodipine, hydrochlorothiazide, and valsartan may cause serious side effects. Call your doctor at once if you have: a light-headed feeling, like you might pass out; an unusual skin rash ; blurred vision, tunnel vision, eye pain , or seeing halos around lights; high or low potassium levels--leg cramps, nausea , constipation , irregular heartbeats, fluttering in your chest, increased thirst or urination, numbness or tingling, muscle weakness or limp feeling; kidney problems--little or no urination, swelling in your feet or ankles, feeling tired or short of breath; low magnesium level-- dizziness , feeling jittery, muscle cramps, muscle spasms, cough or choking feeling; or low sodium level -- headache , confusion, slurred speech, severe weakness, vomiting, loss of coordination, feeling unsteady. Common side effects of amlodipine, hydrochlorothiazide, and valsartan may include: dizziness; headache, tiredness; nausea, upset stomach ; stuffy nose, sinus pain, sore throat ; back pain , muscle spasms; or swelling in your hands, ankles, or feet.","amlodipine, hydrochlorothiazide, and valsartan",Exforge HCT
amlodipine / olmesartan,Hypertension,"hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. When you first start taking this medicine, you may have new or worsening chest pain (angina), or you could have a heart attack. Seek emergency medical attention or call your doctor right away if you have symptoms such as: chest pain or pressure, pain spreading to your jaw or shoulder, nausea , sweating. Amlodipine and olmesartan may cause serious side effects. Call your doctor at once if you have: new or worsening chest pain; swelling in your hands or feet, rapid weight gain; severe or ongoing diarrhea with weight loss ; pounding heartbeats or fluttering in your chest; a light-headed feeling, like you might pass out; or high potassium level--nausea, weakness, tingly feeling, chest pain, irregular heartbeats, loss of movement. Common side effects include swelling.",amlodipine and olmesartan,Azor
benazepril / hydrochlorothiazide,Hypertension,"a light-headed feeling, like you might pass out; jaundice (yellowing of the skin or eyes); blurred vision, tunnel vision, eye pain , or seeing halos around lights; fever, chills, flu-like symptoms, sore throat, mouth sores; signs of an electrolyte imbalance--leg cramps, constipation , muscle pain or weakness, irregular heartbeats, feeling jittery, increased thirst or urination, numbness or tingling, loss of movement; kidney problems--little or no urination, swelling in your feet or ankles, feeling tired or short of breath; or new or worsening symptoms of lupus--joint pain, and a skin rash on your cheeks or arms that worsens in sunlight. Common side effects of hydrochlorothiazide and benazepril may include: dizziness ; cough; headache ; or feeling tired.",hydrochlorothiazide and benazepril,Lotensin HCT
